EFORSCDCID,ReportingState,ReportingCounty,FirstIll,LastIll,FirstExposure,LastExposure,Illnesses,Hospitalizations,Deaths,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Species1,Species2,Species3,Species4,Species5,Species6,Serotype1,Serotype2,Serotype3,Serotype4,Serotype5,Serotype6,Confirmed1,Confirmed2,Confirmed3,Confirmed4,Confirmed5,Confirmed6,WhereEaten1,WhereEaten2,WhereEaten3,WhereEaten4,WhereEaten5,WhereEaten6,WhereEaten7,CommodityGroup
14912,Alaska,,2008-08-01T00:00:00Z,2008-09-26T00:00:00Z,,,104,5,0,Campylobacter,,,,,,jejuni,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Grains-Beans
14913,Minnesota,Olmsted,2008-11-09T00:00:00Z,2008-11-11T00:00:00Z,2008-11-08T00:00:00Z,2008-11-08T00:00:00Z,21,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14916,Texas,Harris,2008-09-21T00:00:00Z,2008-09-23T00:00:00Z,2008-09-20T00:00:00Z,2008-09-20T00:00:00Z,10,0,0,Salmonella,,,,,,enterica,,,,,,Uganda,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14918,Texas,Harris,2008-10-23T00:00:00Z,2008-10-30T00:00:00Z,,2008-10-30T00:00:00Z,21,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Nursing home,,,,,,,Unknown
14919,New York,Nassau,2008-11-16T00:00:00Z,,2008-11-16T00:00:00Z,2008-11-16T00:00:00Z,66,16,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Religious location (church/temple),,,,,,,Poultry
14920,Maryland,Frederick,2008-09-16T00:00:00Z,2008-09-17T00:00:00Z,2008-09-15T00:00:00Z,2008-09-16T00:00:00Z,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Camp,,,,,,,Unknown
14924,New York,Erie,2008-09-11T00:00:00Z,2008-11-14T00:00:00Z,,,8,5,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Private home,,,,,,,Beef
14925,Hawaii,Honolulu,2001-01-24T00:00:00Z,2001-02-03T00:00:00Z,,,22,3,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,School,,,,,,,Sprout
14926,Hawaii,Honolulu,1998-08-15T00:00:00Z,1998-10-30T00:00:00Z,,,38,3,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,,,,,,,,Eggs
14927,Arizona,Maricopa,2008-10-12T00:00:00Z,2008-10-13T00:00:00Z,2008-10-11T00:00:00Z,2008-10-11T00:00:00Z,18,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Wedding reception,,,,,,,>1 commodity
14928,Utah,,2008-06-09T00:00:00Z,2008-09-08T00:00:00Z,,,16,2,0,Salmonella,,,,,,enterica,,,,,,Infantis,,,,,,1,.,.,.,.,.,,,,,,,,Unknown
14929,Utah,,2008-07-07T00:00:00Z,2008-11-10T00:00:00Z,,,77,1,0,Salmonella,Salmonella,,,,,enterica,enterica,,,,,Typhimurium,Typhimurium var Cope,,,,,1,1,.,.,.,.,,,,,,,,Unknown
14931,Arizona,Maricopa,2008-11-01T00:00:00Z,2008-11-03T00:00:00Z,2008-10-31T00:00:00Z,2008-11-01T00:00:00Z,28,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,>1 commodity
14932,Arizona,Maricopa,2008-10-26T00:00:00Z,2008-10-27T00:00:00Z,2008-10-25T00:00:00Z,2008-10-25T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14933,Connecticut,Hartford,2008-11-15T00:00:00Z,2008-11-16T00:00:00Z,2008-11-14T00:00:00Z,2008-11-14T00:00:00Z,7,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14934,Connecticut,New London,2008-11-13T00:00:00Z,2008-11-16T00:00:00Z,2008-11-12T00:00:00Z,2008-11-12T00:00:00Z,13,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14936,Ohio,Scioto,2008-10-22T00:00:00Z,2008-10-31T00:00:00Z,2008-10-22T00:00:00Z,2008-10-23T00:00:00Z,164,2,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),School,,,,,,Unknown
14937,Ohio,Lake,2008-10-23T00:00:00Z,2008-10-24T00:00:00Z,2008-10-23T00:00:00Z,2008-10-23T00:00:00Z,9,,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Day care center,,,,,,,Leafy
14938,Ohio,Franklin,2008-11-02T00:00:00Z,2008-11-03T00:00:00Z,2008-11-01T00:00:00Z,2008-11-01T00:00:00Z,8,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14939,Ohio,Medina,2008-11-06T00:00:00Z,2008-11-07T00:00:00Z,2008-11-06T00:00:00Z,2008-11-06T00:00:00Z,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Beef
14940,Ohio,Montgomery,2008-11-18T00:00:00Z,2008-11-22T00:00:00Z,2008-11-18T00:00:00Z,,11,,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
14945,Georgia,Rockdale,2008-11-02T00:00:00Z,2008-11-02T00:00:00Z,2008-11-02T00:00:00Z,2008-11-02T00:00:00Z,10,0,0,Bacillus,,,,,,cereus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Grains-Beans
14946,Minnesota,Dakota,2008-11-18T00:00:00Z,2008-11-19T00:00:00Z,2008-11-18T00:00:00Z,2008-11-18T00:00:00Z,21,0,0,Other bacterial,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,>1 commodity
14947,Hawaii,,1999-04-08T00:00:00Z,1999-06-10T00:00:00Z,,,21,,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,,,,,,,,Eggs
14948,Wisconsin,Marathon,2008-11-07T00:00:00Z,2008-11-08T00:00:00Z,2008-11-06T00:00:00Z,2008-11-06T00:00:00Z,76,0,0,Campylobacter,Clostridium,,,,,jejuni,perfringens,,,,,,,,,,,1,1,.,.,.,.,School,,,,,,,Beef
14949,New York,Kings,2008-11-23T00:00:00Z,2008-11-24T00:00:00Z,2008-11-22T00:00:00Z,2008-11-22T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14950,Kansas,Sedgwick,2008-10-30T00:00:00Z,2008-11-05T00:00:00Z,2008-10-29T00:00:00Z,2008-10-29T00:00:00Z,34,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
14951,Wyoming,Teton,2008-11-02T00:00:00Z,2008-11-04T00:00:00Z,,,8,,0,Giardia,,,,,,lamblia,,,,,,,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
14954,New Hampshire,Rockingham,2008-11-22T00:00:00Z,2008-11-25T00:00:00Z,2008-11-21T00:00:00Z,2008-11-21T00:00:00Z,22,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
14956,New York,Nassau,2008-10-06T00:00:00Z,2008-10-20T00:00:00Z,2008-10-03T00:00:00Z,2008-10-18T00:00:00Z,16,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),Banquet Facility (on-site),,,,,,Beef
14959,New York,Onondaga,2008-08-23T00:00:00Z,2010-05-02T00:00:00Z,2008-08-27T00:00:00Z,2010-01-26T00:00:00Z,50,15,0,Salmonella,,,,,,enterica,,,,,,Hadar,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Poultry
14960,Arizona,Maricopa,2008-05-10T00:00:00Z,2008-09-02T00:00:00Z,2008-05-01T00:00:00Z,2008-09-02T00:00:00Z,101,21,0,Salmonella,,,,,,enterica,,,,,,Montevideo,,,,,,1,.,.,.,.,.,Restaurant (unknown type),"Workplace, not cafeteria",,,,,,>1 commodity
14961,New York,Onondaga,2008-10-15T00:00:00Z,2008-10-16T00:00:00Z,2008-10-15T00:00:00Z,2008-10-15T00:00:00Z,198,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Pork
14962,Colorado,Boulder,2008-10-12T00:00:00Z,2008-10-14T00:00:00Z,2008-10-10T00:00:00Z,2008-10-12T00:00:00Z,29,0,0,Calicivirus,,,,,,norovirus,,,,,,Unspecified,,,,,,0,.,.,.,.,.,Camp,,,,,,,>1 commodity
14964,Kentucky,Boone,2000-06-18T00:00:00Z,,2000-06-15T00:00:00Z,,13,5,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14965,Nevada,Lyon,2000-06-15T00:00:00Z,,2000-06-15T00:00:00Z,,7,1,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Nursing home,,,,,,,Unknown
14967,Nevada,,2000-08-13T00:00:00Z,,2000-08-15T00:00:00Z,,50,5,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
14972,Michigan,,2000-11-06T00:00:00Z,,2000-11-04T00:00:00Z,,18,6,1,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,>1 commodity
14974,North Carolina,,2001-06-01T00:00:00Z,,2001-06-01T00:00:00Z,,113,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Eggs
14979,Washington,,2001-11-03T00:00:00Z,,2001-11-01T00:00:00Z,,12,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
14980,Indiana,Porter,2004-10-25T00:00:00Z,,2004-10-24T00:00:00Z,,10,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
14982,Pennsylvania,Montgomery,2008-08-25T00:00:00Z,2008-09-10T00:00:00Z,,,65,1,0,Campylobacter,,,,,,jejuni,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Dairy
14987,Wyoming,Uinta,1998-09-15T00:00:00Z,,1998-09-15T00:00:00Z,,6,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Unknown,,,,,,,Unknown
14988,California,,1998-11-15T00:00:00Z,,1998-11-15T00:00:00Z,,10,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
14989,Pennsylvania,,1999-04-25T00:00:00Z,,1999-04-23T00:00:00Z,,18,1,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,,,,,,,Eggs
14993,New Jersey,Monmouth,1999-07-25T00:00:00Z,,1999-07-24T00:00:00Z,,16,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Wedding reception,,,,,,,>1 commodity
14994,South Carolina,,1999-07-15T00:00:00Z,,1999-07-15T00:00:00Z,,9,3,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14996,North Carolina,Mecklenburg,1999-08-15T00:00:00Z,,1999-08-15T00:00:00Z,,14,4,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
14999,New York,,1999-08-24T00:00:00Z,,1999-08-15T00:00:00Z,,9,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,,,,,,,>1 commodity
15000,California,,1999-08-15T00:00:00Z,,1999-08-15T00:00:00Z,,30,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Other,,,,,,,Unknown
15001,South Carolina,,1999-12-04T00:00:00Z,,1999-12-02T00:00:00Z,,18,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,School,,,,,,,>1 commodity
15002,Colorado,Weld,2008-08-14T00:00:00Z,2008-08-16T00:00:00Z,2008-08-13T00:00:00Z,2008-08-14T00:00:00Z,18,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15003,Colorado,Adams,2008-11-17T00:00:00Z,2008-11-17T00:00:00Z,2008-11-16T00:00:00Z,2008-11-16T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Unknown
15005,New York,Monroe,2008-11-27T00:00:00Z,2008-11-27T00:00:00Z,2008-11-27T00:00:00Z,2008-11-27T00:00:00Z,14,5,0,Staphylococcus,,,,,,aureus,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Pork
15006,West Virginia,Randolph,2008-10-23T00:00:00Z,2008-10-27T00:00:00Z,2008-10-23T00:00:00Z,2008-10-24T00:00:00Z,57,3,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup I (GI), non typeable by GI probes",,,,,,0,.,.,.,.,.,School,,,,,,,>1 commodity
15008,Illinois,Cook,2008-11-23T00:00:00Z,2008-11-25T00:00:00Z,2008-11-23T00:00:00Z,2008-11-23T00:00:00Z,11,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
15009,South Carolina,Greenwood,2008-10-29T00:00:00Z,2008-10-30T00:00:00Z,2008-10-27T00:00:00Z,2008-10-27T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
15011,Texas,Harris,2008-08-18T00:00:00Z,2008-08-18T00:00:00Z,2008-08-18T00:00:00Z,2008-08-18T00:00:00Z,13,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,School,,,,,,,Unknown
15014,Texas,Harris,2008-06-08T00:00:00Z,,2008-06-08T00:00:00Z,2008-06-08T00:00:00Z,10,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Religious location (church/temple),,,,,,,Unknown
15020,Maryland,Montgomery,2008-11-17T00:00:00Z,2008-11-20T00:00:00Z,2008-11-17T00:00:00Z,2008-11-20T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,>1 commodity
15023,Texas,Harris,2008-05-27T00:00:00Z,2008-06-02T00:00:00Z,,,41,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
15026,Texas,Harris,2008-03-08T00:00:00Z,2008-03-14T00:00:00Z,,,20,12,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,,,,,,,,Unknown
15027,Georgia,,2008-01-26T00:00:00Z,2008-05-07T00:00:00Z,2008-01-26T00:00:00Z,2008-06-03T00:00:00Z,52,0,0,Heavy metals,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
15028,Illinois,Cook,2008-11-07T00:00:00Z,2008-11-07T00:00:00Z,2008-11-06T00:00:00Z,2008-11-06T00:00:00Z,6,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Religious location (church/temple),,,,,,,Unknown
15033,California,Riverside,2008-06-15T00:00:00Z,2008-06-16T00:00:00Z,2008-06-14T00:00:00Z,2008-06-15T00:00:00Z,24,1,0,Salmonella,,,,,,enterica,,,,,,Typhimurium,,,,,,0,.,.,.,.,.,Other,,,,,,,Unknown
15035,Arizona,Maricopa,2008-11-07T00:00:00Z,2008-11-07T00:00:00Z,2008-11-07T00:00:00Z,2008-11-07T00:00:00Z,10,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15038,North Carolina,Wilson,2008-08-06T00:00:00Z,2008-09-09T00:00:00Z,,,71,17,0,Salmonella,,,,,,enterica,,,,,,Javiana,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Pork
15044,Arizona,,2008-09-02T00:00:00Z,,,,7,3,0,Salmonella,,,,,,enterica,,,,,,Poona,,,,,,1,.,.,.,.,.,,,,,,,,Unknown
15046,North Carolina,Brunswick,2008-05-04T00:00:00Z,2008-05-06T00:00:00Z,2008-05-01T00:00:00Z,2008-05-02T00:00:00Z,8,2,0,Campylobacter,,,,,,jejuni,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Poultry
15047,Maine,,2008-12-07T00:00:00Z,2008-12-08T00:00:00Z,2008-12-06T00:00:00Z,2008-12-08T00:00:00Z,11,2,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
15049,Washington,Snohomish,2008-10-07T00:00:00Z,2008-10-19T00:00:00Z,2008-10-02T00:00:00Z,2008-10-11T00:00:00Z,68,4,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
15050,North Carolina,Scotland,2008-05-10T00:00:00Z,2008-05-28T00:00:00Z,,,25,0,0,Shigella,,,,,,sonnei,,,,,,,,,,,,1,.,.,.,.,.,Day care center,,,,,,,Unknown
15051,North Carolina,McDowell,2008-06-13T00:00:00Z,2008-06-24T00:00:00Z,2008-06-10T00:00:00Z,2008-06-20T00:00:00Z,58,9,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15052,Nevada,Washoe,2008-09-14T00:00:00Z,2008-09-16T00:00:00Z,2008-09-14T00:00:00Z,2008-09-14T00:00:00Z,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,>1 commodity
15054,Minnesota,St. Louis,2008-12-03T00:00:00Z,2008-12-04T00:00:00Z,2008-12-02T00:00:00Z,2008-12-02T00:00:00Z,8,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15056,Minnesota,Ramsey,2008-12-05T00:00:00Z,2008-12-08T00:00:00Z,2008-12-05T00:00:00Z,2008-12-05T00:00:00Z,27,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
15057,Minnesota,Olmsted,2008-12-06T00:00:00Z,2008-12-07T00:00:00Z,2008-12-05T00:00:00Z,2008-12-05T00:00:00Z,13,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Fruits-Nuts
15058,Illinois,Madison,2008-12-06T00:00:00Z,2008-12-13T00:00:00Z,,,19,,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15060,Massachusetts,Worcester,2008-11-09T00:00:00Z,2008-11-11T00:00:00Z,2008-11-08T00:00:00Z,2008-11-08T00:00:00Z,47,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15062,Massachusetts,Franklin,2008-12-11T00:00:00Z,2008-12-12T00:00:00Z,2008-12-10T00:00:00Z,2008-12-10T00:00:00Z,22,1,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,,,,,,,,Unknown
15063,Illinois,Lawrence,2008-12-15T00:00:00Z,2008-12-19T00:00:00Z,2008-12-15T00:00:00Z,2008-12-15T00:00:00Z,35,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
15074,Connecticut,Fairfield,2008-12-10T00:00:00Z,2008-12-11T00:00:00Z,2008-12-09T00:00:00Z,2008-12-09T00:00:00Z,21,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,>1 commodity
15075,Pennsylvania,Lebanon,2008-11-29T00:00:00Z,2008-12-04T00:00:00Z,2008-11-27T00:00:00Z,2008-11-27T00:00:00Z,15,1,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Private home,,,,,,,>1 commodity
15076,Minnesota,Carver,2008-12-13T00:00:00Z,2008-12-17T00:00:00Z,2008-12-12T00:00:00Z,2008-12-16T00:00:00Z,14,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15080,Florida,Broward,2008-11-27T00:00:00Z,2008-11-29T00:00:00Z,2008-11-26T00:00:00Z,2008-11-26T00:00:00Z,13,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Private home,,,,,,,Pork
15081,Oklahoma,,2008-12-12T00:00:00Z,2008-12-15T00:00:00Z,2008-12-11T00:00:00Z,2008-12-11T00:00:00Z,38,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15082,Alabama,Calhoun,2008-12-17T00:00:00Z,2008-12-17T00:00:00Z,2008-12-16T00:00:00Z,2008-12-16T00:00:00Z,22,0,0,Clostridium,,,,,,perfringens,,,,,,,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Poultry
15084,Ohio,Lorain,2008-11-04T00:00:00Z,2008-11-05T00:00:00Z,2008-11-04T00:00:00Z,,9,0,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15088,Ohio,Hamilton,2008-12-02T00:00:00Z,2008-12-09T00:00:00Z,2008-12-02T00:00:00Z,2008-12-05T00:00:00Z,60,,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),"Workplace, not cafeteria",,,,,,>1 commodity
15090,Ohio,Lucas,2008-12-05T00:00:00Z,2008-12-12T00:00:00Z,2008-12-04T00:00:00Z,2008-12-04T00:00:00Z,12,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",Restaurant (unknown type),,,,,,>1 commodity
15091,Ohio,Summit,2008-12-10T00:00:00Z,2008-12-13T00:00:00Z,2008-12-10T00:00:00Z,2008-12-10T00:00:00Z,22,0,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
15092,Ohio,Summit,2008-12-13T00:00:00Z,,2008-12-12T00:00:00Z,,43,,0,Calicivirus,,,,,,norovirus,,,,,,GI / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Banquet Facility (on-site),Wedding reception,,,,,,Unknown
15093,Ohio,Franklin,2008-12-11T00:00:00Z,2008-12-14T00:00:00Z,2008-12-10T00:00:00Z,2008-12-12T00:00:00Z,6,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15098,Illinois,DuPage,2008-06-28T00:00:00Z,2008-06-30T00:00:00Z,,2008-06-30T00:00:00Z,22,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Other,,,,,,,>1 commodity
15101,Vermont,Orleans,2008-08-31T00:00:00Z,2008-09-11T00:00:00Z,,2008-09-05T00:00:00Z,6,3,0,Escherichia,,,,,,"coli, Shiga toxin-producing",,,,,,O157:H7,,,,,,1,.,.,.,.,.,Picnic,,,,,,,Dairy
15103,Florida,Lake,2008-11-19T00:00:00Z,2008-11-22T00:00:00Z,2008-11-19T00:00:00Z,2008-11-19T00:00:00Z,33,0,0,Calicivirus,,,,,,norovirus,,,,,,"Genogroup II (GII) , non typeable by GII probes",,,,,,1,.,.,.,.,.,School,,,,,,,Unknown
15105,Maryland,Carroll,2008-11-27T00:00:00Z,2008-11-30T00:00:00Z,2008-11-27T00:00:00Z,2008-11-27T00:00:00Z,23,0,0,Calicivirus,,,,,,norovirus,,,,,,GII / undefined cluster by sequence,,,,,,1,.,.,.,.,.,Private home,,,,,,,Unknown
15106,Washington,King,2008-08-23T00:00:00Z,2008-08-29T00:00:00Z,2008-08-23T00:00:00Z,2008-08-23T00:00:00Z,25,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Picnic,,,,,,,>1 commodity
15109,Utah,,2008-11-03T00:00:00Z,2008-12-01T00:00:00Z,,,46,4,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,1,.,.,.,.,.,,,,,,,,Unknown
15110,New York,Bronx,2008-12-15T00:00:00Z,2008-12-24T00:00:00Z,2008-12-14T00:00:00Z,2008-12-24T00:00:00Z,6,0,0,Ciguatoxin,,,,,,,,,,,,,,,,,,1,.,.,.,.,.,Private home,,,,,,,Finfish
15111,New York,Queens,2008-12-25T00:00:00Z,2008-12-26T00:00:00Z,2008-12-25T00:00:00Z,2008-12-25T00:00:00Z,9,1,0,Salmonella,,,,,,enterica,,,,,,Enteritidis,,,,,,0,.,.,.,.,.,Private home,,,,,,,>1 commodity
15115,Washington,Cowlitz,2008-06-17T00:00:00Z,2008-06-22T00:00:00Z,2008-06-15T00:00:00Z,2008-06-19T00:00:00Z,50,0,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15116,Washington,Yakima,2008-03-29T00:00:00Z,2008-04-03T00:00:00Z,2008-03-29T00:00:00Z,2008-03-29T00:00:00Z,69,,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,Banquet Facility (on-site),,,,,,,Unknown
15119,Minnesota,Olmsted,2008-12-31T00:00:00Z,2009-01-01T00:00:00Z,2008-12-30T00:00:00Z,2008-12-30T00:00:00Z,6,1,0,Calicivirus,,,,,,norovirus,,,,,,,,,,,,1,.,.,.,.,.,Restaurant (unknown type),,,,,,,Unknown
15121,Kansas,Shawnee,2008-11-04T00:00:00Z,2008-11-05T00:00:00Z,2008-11-04T00:00:00Z,2008-11-04T00:00:00Z,15,0,0,,,,,,,,,,,,,,,,,,,0,.,.,.,.,.,"Workplace, not cafeteria",,,,,,,Unknown
